0x3041,"ぁ",0.1469,0.17055,0.19445,0.125775,0.096825,
0x3042,"あ",0.20925625,0.18585,0.220275,0.23505,0.19585,
0x3043,"ぃ",0.07379375,0.069775,0.14235,0.046825,0.036225,
0x3044,"い",0.1037,0.056475,0.1669,0.1021,0.089325,
0x3045,"ぅ",0.08334375,0.107275,0.0402,0.10085,0.08505,
0x3046,"う",0.11754375,0.125225,0.04455,0.148575,0.151825,
0x3047,"ぇ",0.0975875,0.116775,0.1093,0.090625,0.07365,
0x3048,"え",0.1381625,0.1527,0.135975,0.131925,0.13205,
0x3049,"ぉ",0.13548125,0.172325,0.191575,0.1146,0.063425,
0x304A,"お",0.1910875,0.18325,0.2137,0.2139,0.1535,
0x304B,"か",0.15455,0.1121,0.151775,0.202525,0.1518,
0x304C,"が",0.17350625,0.109875,0.156675,0.204025,0.22345,
0x304D,"き",0.1819625,0.148275,0.1812,0.1903,0.208075,
0x304E,"ぎ",0.19781875,0.1448,0.1863,0.1997,0.260475,
0x304F,"く",0.0836,0.080575,0.076325,0.114825,0.062675,
0x3050,"ぐ",0.10323125,0.07515,0.08175,0.120425,0.1356,
0x3051,"け",0.1522625,0.115175,0.1489,0.1452,0.199775,
0x3052,"げ",0.17025,0.11425,0.154225,0.1466,0.265925,
0x3053,"こ",0.10506875,0.091875,0.14015,0.078325,0.109925,
0x3054,"ご",0.124675,0.087675,0.14435,0.085875,0.1808,
0x3055,"さ",0.15389375,0.138325,0.17945,0.10725,0.19055,
0x3056,"ざ",0.1694125,0.139425,0.18825,0.111325,0.23865,
0x3057,"し",0.1005875,0.13825,0.136125,0.124925,0.00305,
0x3058,"じ",0.12030625,0.139825,0.13835,0.1223,0.08075,
0x3059,"す",0.15076875,0.101725,0.118675,0.167025,0.21565,
0x305A,"ず",0.16808125,0.101375,0.120675,0.167725,0.28255,
0x305B,"せ",0.16736875,0.144825,0.125325,0.19895,0.200375,
0x305C,"ぜ",0.18344375,0.14135,0.12835,0.2014,0.262675,
0x305D,"そ",0.14825625,0.081775,0.0895,0.2048,0.21695,
0x305E,"ぞ",0.1671125,0.078575,0.09245,0.209025,0.2884,
0x305F,"た",0.14361875,0.119075,0.147325,0.20155,0.106525,
0x3060,"だ",0.163575,0.11145,0.155325,0.207,0.180525,
0x3061,"ち",0.15624375,0.163025,0.134175,0.213375,0.1144,
0x3062,"ぢ",0.17351875,0.173575,0.1451,0.206775,0.168625,
0x3063,"っ",0.0768,0.120825,0.035825,0.08095,0.0696,
0x3064,"つ",0.1097375,0.1288,0.047625,0.114825,0.1477,
0x3065,"づ",0.12911875,0.128275,0.05065,0.11705,0.2205,
0x3066,"て",0.11058125,0.077625,0.07035,0.141725,0.152625,
0x3067,"で",0.12976875,0.0755,0.07275,0.145725,0.2251,
0x3068,"と",0.1166,0.085625,0.148175,0.151825,0.080775,
0x3069,"ど",0.13595625,0.08485,0.152325,0.1496,0.15705,
0x306A,"な",0.17530625,0.211125,0.165325,0.20535,0.119425,
0x306B,"に",0.13745,0.100775,0.2121,0.14815,0.088775,
0x306C,"ぬ",0.2175625,0.252725,0.210025,0.20815,0.19935,
0x306D,"ね",0.19704375,0.25715,0.171825,0.227625,0.131575,
0x306E,"の",0.17131875,0.141275,0.165225,0.194825,0.18395,
0x306F,"は",0.1893875,0.209325,0.215625,0.143875,0.188725,
0x3070,"ば",0.2071125,0.206375,0.22205,0.145025,0.255,
0x3071,"ぱ",0.20963125,0.210725,0.21735,0.14285,0.2676,
0x3072,"ひ",0.1531125,0.11105,0.146425,0.1791,0.175875,
0x3073,"び",0.17244375,0.111375,0.150175,0.17855,0.249675,
0x3074,"ぴ",0.17579375,0.10985,0.14845,0.179,0.265875,
0x3075,"ふ",0.1367625,0.198075,0.14755,0.112925,0.0885,
0x3076,"ぶ",0.1564375,0.194375,0.15135,0.1188,0.161225,
0x3077,"ぷ",0.1594875,0.195275,0.15225,0.117625,0.1728,
0x3078,"へ",0.0835,0.10155,0.024875,0.141575,0.066,
0x3079,"べ",0.10296875,0.10135,0.025025,0.14315,0.14235,
0x307A,"ぺ",0.1060625,0.1033,0.0273,0.141075,0.152575,
0x307B,"ほ",0.2084875,0.20475,0.21825,0.17315,0.2378,
0x307C,"ぼ",0.22079375,0.2009,0.22545,0.17805,0.278775,
0x307D,"ぽ",0.2259,0.202275,0.222175,0.1761,0.30305,
0x307E,"ま",0.1853875,0.1656,0.178725,0.1673,0.229925,
0x307F,"み",0.1759375,0.18015,0.180825,0.218875,0.1239,
0x3080,"む",0.16356875,0.14475,0.1853,0.23485,0.089375,
0x3081,"め",0.19148125,0.14895,0.1973,0.199275,0.2204,
0x3082,"も",0.15078125,0.1715,0.15235,0.215725,0.06355,
0x3083,"ゃ",0.1050625,0.085175,0.10335,0.117175,0.11455,
0x3084,"や",0.1487375,0.08655,0.1081,0.203875,0.196425,
0x3085,"ゅ",0.13316875,0.15435,0.15415,0.094725,0.12945,
0x3086,"ゆ",0.19236875,0.165225,0.175075,0.18765,0.241525,
0x3087,"ょ",0.0988125,0.105175,0.170025,0.04295,0.0771,
0x3088,"よ",0.13988125,0.13705,0.22665,0.077725,0.1181,
0x3089,"ら",0.13711875,0.153875,0.132225,0.1504,0.111975,
0x308A,"り",0.1280375,0.11325,0.066475,0.1918,0.140625,
0x308B,"る",0.17323125,0.19385,0.162175,0.166225,0.170675,
0x308C,"れ",0.16734375,0.161225,0.1563,0.22125,0.1306,
0x308D,"ろ",0.147375,0.149925,0.12635,0.1538,0.159425,
0x308E,"ゎ",0.118125,0.127775,0.16135,0.116225,0.06715,
0x308F,"わ",0.16835625,0.149225,0.1735,0.2208,0.1299,
0x3090,"ゐ",0.1924625,0.22405,0.203825,0.181575,0.1604,
0x3091,"ゑ",0.18923125,0.1841,0.205525,0.2034,0.1639,
0x3092,"を",0.177225,0.1445,0.148525,0.2479,0.167975,
0x3093,"ん",0.12935,0.208675,0.1249,0.173275,0.01055,
0x3094,"ゔ",0.13730625,0.11975,0.049575,0.15815,0.22175,
0x3095,"ゕ",0.10930625,0.12405,0.125575,0.1223,0.0653,
0x3096,"ゖ",0.105725,0.097425,0.122325,0.084975,0.118175,
